arrogantly	-1.8	1.4	[-3, -2, 2, -3, -1, -3, -2, -2, -2, -2]
ashamed	-2.1	1.3	[-3, -3, -3, -2, -2, 1, -2, -4, -1, -2]
ashamedly	-1.7	0.64031	[-2, -2, -2, -1, -2, -3, -1, -2, -1, -1]
ass	-2.5	1.43178	[-4, -1, -2, -1, -3, 0, -2, -4, -4, -4]
assassination	-2.9	0.9434	[-2, -4, -4, -3, -3, -4, -2, -3, -3, -1]
assassinations	-2.7	1.34536	[-4, -2, -3, -2, -3, -1, -4, -4, 0, -4]
assault	-2.8	0.9798	[-3, -4, -2, -2, -4, -3, -1, -3, -2, -4]
assaulted	-2.4	1.28062	[-3, -3, 1, -3, -3, -3, -1, -3, -3, -3]
assaulting	-2.3	1.1	[-4, -3, -2, -1, -2, -1, -1, -4, -3, -2]
assaultive	-2.8	0.87178	[-3, -4, -2, -4, -3, -2, -3, -1, -3, -3]
assaults	-2.5	0.92195	[-1, -3, -3, -3, -4, -3, -1, -2, -2, -3]
asset	1.5	0.80623	[2, 1, 1, 3, 2, 0, 2, 2, 1, 1]
assets	0.7	1.00499	[0, 0, 1, 3, 0, 1, 0, 0, 2, 0]
assfucking	-2.5	1.43178	[-3, -3, 0, -3, 0, -2, -4, -4, -4, -2]
assholes	-2.8	0.74833	[-3, -3, -3, -3, -4, -3, -2, -3, -1, -3]
assurance	1.4	0.4899	[1, 1, 2, 2, 1, 1, 1, 2, 2, 1]
assurances	1.4	0.4899	[2, 2, 1, 1, 1, 2, 2, 1, 1, 1]
assure	1.4	0.4899	[1, 1, 1, 1, 2, 1, 1, 2, 2, 2]
assured	1.5	0.67082	[1, 1, 2, 1, 1, 3, 2, 1, 2, 1]
assuredly	1.6	0.66332	[1, 1, 1, 3, 2, 2, 2, 1, 2, 1]
assuredness	1.4	0.8	[2, 2, 2, 1, 1, 0, 2, 0, 2, 2]
assurer	0.9	1.13578	[2, 1, 0, 1, -2, 2, 2, 1, 1, 1]
assurers	1.1	0.9434	[2, 0, 0, 1, 3, 2, 0, 1, 1, 1]
assures	1.3	0.45826	[2, 1, 1, 1, 2, 1, 2, 1, 1, 1]
assurgent	1.3	0.9	[2, 1, 0, 0, 1, 2, 1, 2, 3, 1]
assuring	1.6	0.66332	[1, 2, 2, 3, 1, 1, 1, 1, 2, 2]
assuror	0.5	0.67082	[0, 1, 0, 1, 2, 0, 0, 1, 0, 0]
assurors	0.7	1.34536	[2, -1, 0, 2, 0, -2, 2, 1, 1, 2]
astonished	1.6	0.8	[3, 1, 0, 2, 2, 1, 2, 2, 1, 2]
astound	1.7	1.26886	[2, 2, 2, 2, 0, 3, 4, 0, 0, 2]
astounded	1.8	0.9798	[1, 3, 0, 1, 2, 2, 3, 2, 1, 3]
astounding	1.8	1.4	[3, 4, 2, 0, 1, 2, -1, 3, 2, 2]
astoundingly	2.1	1.44568	[3, 0, 4, 1, 4, 3, 1, 3, 0, 2]
astounds	2.1	1.22066	[3, 3, 1, 0, 3, 2, 3, 3, 0, 3]
attachment	1.2	0.9798	[2, 0, 1, 2, 3, 1, 1, 2, 0, 0]
attachments	1.1	0.7	[1, 1, 2, 0, 2, 1, 2, 0, 1, 1]
attack	-2.1	0.83066	[-1, -3, -2, -3, -3, -1, -2, -1, -2, -3]
attacked	-2.0	1.78885	[-2, 3, -2, -2, -3, -3, -3, -4, -2, -2]
attacker	-2.7	0.9	[-2, -3, -2, -1, -3, -3, -4, -4, -2, -3]
attackers	-2.7	0.64031	[-3, -3, -3, -2, -3, -3, -4, -2, -2, -2]
attacking	-2.0	0.89443	[-3, -1, -1, -3, -3, -1, -3, -1, -2, -2]
attacks	-1.9	0.9434	[-2, -2, 0, -2, -2, -2, -1, -4, -2, -2]
attract	1.5	0.92195	[1, 3, 1, 1, 3, 1, 1, 2, 0, 2]
attractancy	0.9	0.7	[1, 0, 2, 1, 0, 2, 1, 1, 0, 1]
attractant	1.3	0.9	[0, 1, 0, 1, 1, 2, 3, 2, 1, 2]
attractants	1.4	0.8	[1, 1, 0, 2, 2, 2, 3, 1, 1, 1]
attracted	1.8	0.6	[1, 3, 1, 2, 2, 2, 2, 2, 2, 1]
attracting	2.1	0.83066	[3, 1, 2, 2, 3, 1, 1, 3, 2, 3]
attraction	2.0	0.7746	[2, 2, 1, 1, 2, 3, 3, 2, 3, 1]
attractions	1.8	0.87178	[1, 3, 0, 2, 2, 2, 2, 3, 1, 2]
attractive	1.9	0.53852	[2, 2, 2, 1, 3, 2, 1, 2, 2, 2]
attractively	2.2	0.6	[3, 2, 2, 3, 2, 2, 2, 3, 1, 2]
attractiveness	1.8	1.16619	[3, 2, 2, 1, 4, 2, 0, 0, 2, 2]
attractivenesses	2.1	0.7	[2, 1, 2, 3, 2, 3, 3, 1, 2, 2]
attractor	1.2	1.16619	[1, 1, 2, 2, 2, -2, 2, 1, 2, 1]
attractors	1.2	0.87178	[1, 1, 2, 2, 0, 1, 3, 1, 0, 1]
attracts	1.7	1.00499	[2, 1, 2, 0, 2, 4, 2, 1, 1, 2]
audacious	0.9	2.02237	[3, -1, -2, 2, 1, 2, -3, 2, 2, 3]
authority	0.3	0.64031	[0, 0, 0, 1, 0, 0, 2, 0, 0, 0]
aversion	-1.9	1.04403	[-3, -3, -1, -2, 0, -3, -1, -2, -1, -3]
aversions	-1.1	1.13578	[-2, -1, -2, -2, -2, 1, -1, -2, 1, -1]
aversive	-1.6	0.66332	[-2, -1, -1, -1, -2, -2, -1, -2, -3, -1]
aversively	-0.8	1.53623	[-3, -1, -2, -1, 1, -2, 2, -2, 1, -1]
avert	-0.7	0.78102	[-1, 0, -2, -1, -1, 1, -1, 0, -1, -1]
averted	-0.3	1.00499	[-1, 1, 0, 0, 1, 0, -2, 0, 0, -2]
averts	-0.4	1.0198	[-2, -2, -1, -1, 0, 0, 1, 0, 1, 0]
avid	1.2	0.87178	[-1, 2, 2, 1, 1, 1, 2, 2, 1, 1]
avoid	-1.2	0.6	[-1, -1, -1, -1, -2, -2, -1, -2, 0, -1]
avoidance	-1.7	0.45826	[-2, -2, -1, -1, -1, -2, -2, -2, -2, -2]
avoidances	-1.1	0.53852	[-1, -1, -1, -1, -2, 0, -1, -2, -1, -1]
avoided	-1.4	0.4899	[-2, -1, -2, -1, -1, -1, -2, -1, -2, -1]
avoider	-1.8	0.6	[-2, -1, -3, -1, -2, -2, -2, -1, -2, -2]
avoiders	-1.4	0.66332	[-2, -2, -1, -2, -1, -1, 0, -1, -2, -2]
avoiding	-1.4	0.91652	[-2, 1, -2, -2, -1, -2, -1, -1, -2, -2]
avoids	-0.7	0.45826	[-1, -1, -1, -1, -1, -1, 0, 0, 0, -1]
await	0.4	0.4899	[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]
awaited	-0.1	0.83066	[1, 0, 0, 0, 1, -1, 0, 0, -2, 0]
awaits	0.3	0.78102	[0, 0, 0, 1, 2, 1, 0, 0, -1, 0]
award	2.5	0.92195	[2, 1, 1, 3, 3, 2, 4, 3, 3, 3]
awardable	2.4	0.8	[3, 3, 3, 1, 3, 1, 2, 3, 2, 3]
awarded	1.7	0.78102	[2, 0, 1, 3, 2, 2, 2, 1, 2, 2]
awardee	1.8	0.6	[2, 2, 1, 3, 2, 2, 1, 1, 2, 2]
awardees	1.2	0.74833	[1, 1, 1, 1, 0, 1, 1, 1, 3, 2]
awarder	0.9	1.04403	[2, 0, 1, 3, 0, 2, 1, 0, 0, 0]
awarders	1.3	1.18743	[2, 1, 0, 2, 2, 0, 0, 4, 1, 1]
awarding	1.9	0.7	[3, 2, 1, 2, 1, 2, 3, 1, 2, 2]
awards	2.0	0.44721	[2, 2, 2, 2, 1, 2, 2, 3, 2, 2]
awesome	3.1	0.83066	[3, 4, 2, 3, 2, 2, 4, 4, 4, 3]
awful	-2.0	2.04939	[-2, -2, -3, -3, -2, -3, 4, -3, -3, -3]
awkward	-0.6	1.56205	[-2, -1, -1, -1, -1, -1, -1, -1, 4, -1]
awkwardly	-1.3	0.45826	[-1, -1, -2, -1, -1, -1, -1, -2, -2, -1]
awkwardness	-0.7	1.41774	[-1, -2, -2, -1, -2, 2, -1, -1, 2, -1]
axe	-0.4	0.8	[-2, 0, 0, 0, 0, 0, -1, -1, -1, 1]
axed	-1.3	0.78102	[-1, -2, 0, -3, -1, -2, -1, -1, -1, -1]
backed	0.1	0.3	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
backing	0.1	0.83066	[1, 1, -1, 0, 0, 0, -1, 1, -1, 1]
backs	-0.2	0.4	[0, 0, -1, 0, 0, 0, 0, -1, 0, 0]
bad	-2.5	0.67082	[-3, -2, -4, -3, -2, -2, -3, -2, -2, -2]
badass	-0.6	1.85472	[-2, 3, 0, 0, -1, -3, -1, -3, 2, -1]
badly	-2.1	0.7	[-2, -3, -2, -1, -3, -2, -3, -2, -1, -2]
bailout	-0.4	1.35647	[-1, 0, 0, 2, -2, -1, -2, 2, -1, -1]
bamboozle	-1.5	1.0247	[-3, -2, -2, -1, -2, -2, 1, -1, -1, -2]
bamboozled	-1.5	1.11803	[-1, 0, -2, -4, -2, -1, -2, -1, 0, -2]
bamboozles	-1.5	1.0247	[-1, 0, -2, -4, -2, -1, -2, -1, -1, -1]
ban	-2.6	1.0198	[-4, -3, -4, -3, -2, -1, -3, -2, -1, -3]
banish	-1.9	0.9434	[-2, -2, -2, -2, -1, -3, -1, -1, -1, -4]
bankrupt	-2.6	1.0198	[-4, -4, -2, -2, -4, -3, -2, -2, -1, -2]
bankster	-2.1	0.53852	[-3, -1, -2, -2, -2, -2, -2, -3, -2, -2]
banned	-2.0	1.0	[-2, -1, -1, -1, -2, -2, -4, -3, -3, -1]
bargain	0.8	1.16619	[1, 1, 1, 1, 0, 1, 2, 3, -1, -1]
barrier	-0.5	0.92195	[-2, 0, 0, -2, -1, -1, 1, 0, 0, 0]
bashful	-0.1	1.13578	[-1, 2, -1, 0, -1, 2, 0, 0, -1, -1]
bashfully	0.2	0.9798	[0, 0, 0, -1, 1, 1, 1, 1, -2, 1]
bashfulness	-0.8	0.9798	[-2, -1, 1, 1, -1, -2, -1, -1, -1, -1]
bastard	-2.5	0.67082	[-2, -4, -2, -3, -2, -2, -3, -3, -2, -2]
bastardies	-1.8	0.87178	[-2, -1, -3, -2, -2, -2, -1, 0, -2, -3]
bastardise	-2.1	0.83066	[-2, -1, -4, -2, -2, -3, -2, -2, -2, -1]
bastardised	-2.3	0.9	[-3, -2, -3, -1, -2, -3, -4, -1, -2, -2]
bastardises	-2.3	1.18743	[-1, -4, -2, -3, -3, 0, -2, -4, -2, -2]
bastardising	-2.6	0.8	[-3, -2, -3, -2, -2, -1, -3, -4, -3, -3]
bastardization	-2.4	1.28062	[-1, -3, -4, -4, -2, -2, -2, 0, -2, -4]
bastardizations	-2.1	0.7	[-2, -1, -3, -3, -2, -2, -3, -1, -2, -2]
bastardize	-2.4	0.66332	[-2, -2, -3, -2, -2, -3, -4, -2, -2, -2]
bastardized	-2.0	0.7746	[-2, -1, -1, -2, -3, -2, -3, -2, -1, -3]
bastardizes	-1.8	0.87178	[-2, -1, -1, -2, -2, -2, -3, -3, 0, -2]
bastardizing	-2.3	0.9	[-2, -2, -1, -4, -3, -2, -1, -2, -3, -3]
bastardly	-2.7	0.64031	[-3, -3, -2, -2, -3, -2, -2, -4, -3, -3]
bastards	-3.0	0.63246	[-4, -2, -3, -3, -4, -3, -3, -3, -3, -2]
bastardy	-2.7	1.1	[-4, -3, -2, -2, -4, -3, -3, -3, -3, 0]
battle	-1.6	1.28062	[-1, -3, 0, -3, -2, -3, -2, -2, 1, -1]
battled	-1.2	0.87178	[0, 0, -2, 0, -2, -1, -2, -1, -2, -2]
battlefield	-1.6	0.8	[-2, -2, 0, -1, -2, -1, -3, -2, -1, -2]
battlefields	-0.9	1.22066	[-1, -1, 0, 0, -4, -1, 0, 0, 0, -2]
battlefront	-1.2	0.87178	[-1, 0, -2, -1, 0, -3, -1, -2, -1, -1]
battlefronts	-0.8	1.16619	[0, 0, -2, -1, 0, -3, -1, 1, -2, 0]
battleground	-1.7	0.78102	[-2, 0, -2, -2, -1, -2, -2, -3, -1, -2]
battlegrounds	-0.6	1.35647	[2, -2, 0, -1, 0, -2, -2, -2, 0, 1]
battlement	-0.4	0.8	[0, -1, 0, -1, 0, -2, 0, 1, 0, -1]
battlements	-0.4	0.66332	[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]
battler	-0.8	1.4	[2, 0, -2, 0, -2, 1, -2, -1, -2, -2]
battlers	-0.2	0.9798	[-1, 0, 2, -2, 0, 0, 0, -1, 0, 0]
battles	-1.6	0.4899	[-1, -1, -2, -1, -2, -2, -2, -1, -2, -2]
battleship	-0.1	1.3	[2, -3, -1, -1, 0, 0, 1, 1, 0, 0]
battleships	-0.5	0.80623	[-2, 0, 0, 0, 0, -1, -2, 0, 0, 0]
battlewagon	-0.3	0.64031	[0, 0, -1, -2, 0, 0, 0, 0, 0, 0]
battlewagons	-0.5	0.67082	[0, 0, 0, -1, -2, -1, 0, -1, 0, 0]
battling	-1.1	1.04403	[0, -1, -2, -2, -1, 1, -2, 0, -2, -2]
beaten	-1.8	0.6	[-1, -2, -2, -2, -3, -2, -2, -2, -1, -1]
beatific	1.8	1.6	[3, 0, 2, 4, -2, 2, 2, 2, 2, 3]
beating	-2.0	0.63246	[-2, -3, -2, -2, -1, -1, -2, -3, -2, -2]
beaut	1.6	1.2	[2, 2, 2, 0, 1, -1, 2, 3, 3, 2]
beauteous	2.5	1.0247	[2, 1, 4, 3, 3, 2, 1, 4, 2, 3]
beauteously	2.6	0.8	[2, 3, 3, 3, 2, 1, 3, 4, 2, 3]
beauteousness	2.7	1.00499	[1, 3, 4, 3, 4, 1, 2, 3, 3, 3]
beautician	1.2	0.9798	[0, 0, 3, 2, 2, 0, 1, 1, 1, 2]
beauticians	0.4	0.66332	[0, 1, 0, 0, 0, 0, 1, 0, 2, 0]
beauties	2.4	0.8	[2, 3, 3, 3, 3, 1, 2, 1, 3, 3]
beautification	1.9	0.7	[2, 2, 2, 1, 2, 1, 3, 1, 2, 3]
beautifications	2.4	0.8	[3, 2, 3, 3, 1, 3, 2, 3, 1, 3]
beautified	2.1	0.7	[2, 2, 3, 1, 2, 2, 3, 1, 2, 3]
beautifier	1.7	0.64031	[2, 1, 2, 1, 2, 1, 3, 1, 2, 2]
beautifiers	1.7	0.78102	[3, 3, 1, 2, 1, 2, 2, 1, 1, 1]
beautifies	1.8	0.74833	[2, 1, 2, 1, 2, 1, 3, 1, 2, 3]
beautiful	2.9	0.7	[2, 3, 2, 3, 2, 3, 4, 4, 3, 3]
beautifuler	2.1	0.83066	[2, 0, 2, 2, 3, 2, 2, 2, 3, 3]
beautifulest	2.6	0.8	[3, 3, 3, 3, 2, 2, 4, 2, 1, 3]
beautifully	2.7	0.64031	[3, 3, 2, 2, 3, 3, 2, 2, 4, 3]
beautifulness	2.6	0.8	[3, 3, 3, 2, 3, 4, 3, 2, 2, 1]
beautify	2.3	0.45826	[2, 3, 3, 2, 2, 3, 2, 2, 2, 2]
beautifying	2.3	0.78102	[1, 2, 1, 3, 2, 2, 3, 3, 3, 3]
beauts	1.7	0.78102	[1, 2, 0, 3, 1, 2, 2, 2, 2, 2]
beauty	2.8	0.74833	[3, 3, 2, 3, 4, 4, 2, 2, 3, 2]
belittle	-1.9	0.53852	[-2, -2, -2, -1, -2, -2, -1, -2, -3, -2]
belittled	-2.0	1.0	[-3, -2, -3, -3, -2, -3, -1, -1, -2, 0]
beloved	2.3	0.45826	[2, 2, 3, 2, 2, 2, 2, 3, 3, 2]
benefic	1.4	0.4899	[2, 2, 1, 1, 1, 2, 2, 1, 1, 1]
benefice	0.4	0.66332	[0, 2, 0, 1, 0, 0, 1, 0, 0, 0]
beneficed	1.1	0.7	[1, 1, 1, 0, 2, 0, 1, 1, 2, 2]
beneficence	2.8	0.87178	[1, 4, 3, 4, 2, 2, 3, 3, 3, 3]
beneficences	1.5	0.67082	[1, 1, 2, 2, 1, 1, 1, 3, 2, 1]
beneficent	2.3	0.45826	[3, 2, 3, 2, 2, 2, 2, 3, 2, 2]
beneficently	2.2	0.6	[3, 2, 3, 3, 2, 2, 1, 2, 2, 2]
benefices	1.1	0.83066	[1, 1, 1, 0, 1, 0, 1, 1, 2, 3]
beneficial	1.9	0.53852	[2, 2, 1, 2, 2, 1, 3, 2, 2, 2]
beneficially	2.4	0.8	[3, 3, 2, 2, 2, 1, 3, 4, 2, 2]
beneficialness	1.7	0.64031	[2, 1, 2, 2, 1, 1, 2, 2, 1, 3]
beneficiaries	1.8	1.16619	[0, 1, 2, 1, 3, 4, 3, 1, 2, 1]
beneficiary	2.1	0.83066	[1, 3, 2, 2, 2, 1, 3, 3, 1, 3]
beneficiate	1.0	1.18322	[0, 0, 1, 3, 1, 0, 2, 0, 3, 0]
beneficiation	0.4	1.0198	[2, 2, 0, -1, 1, 0, -1, 0, 0, 1]
benefit	2.0	0.63246	[2, 3, 1, 2, 2, 3, 2, 1, 2, 2]
benefits	1.6	0.4899	[2, 2, 2, 1, 2, 1, 2, 2, 1, 1]
benefitted	1.7	0.64031	[2, 2, 1, 2, 2, 2, 2, 2, 0, 2]
benefitting	1.9	0.7	[1, 2, 2, 3, 1, 1, 2, 3, 2, 2]
benevolence	1.7	1.1	[2, 1, 3, 2, 2, 1, 2, 2, -1, 3]
benevolences	1.9	1.64012	[3, 2, -1, -1, 3, 1, 3, 4, 2, 3]
benevolent	2.7	0.78102	[2, 2, 3, 2, 4, 2, 3, 2, 4, 3]
benevolently	1.4	1.11355	[2, 1, 2, 2, 1, -1, 2, 3, 0, 2]
benevolentness	1.2	1.249	[2, 2, 1, -1, 2, 2, 3, -1, 1, 1]
benign	1.3	0.9	[1, 3, 2, 2, 1, 1, 2, 0, 0, 1]
benignancy	0.6	1.2	[2, -1, -2, 1, 0, 1, 1, 2, 1, 1]
benignant	2.2	0.9798	[2, 2, 2, 2, 2, 2, 4, 0, 3, 3]
benignantly	1.1	1.3	[3, 2, 3, 0, 1, 1, -1, 2, 0, 0]
benignities	0.9	0.9434	[-1, 2, 1, 0, 1, 1, 2, 2, 1, 0]
benignity	1.3	1.18743	[2, -2, 2, 2, 2, 1, 2, 1, 1, 2]
benignly	0.2	1.07703	[0, -1, 1, 1, 1, 0, 2, 0, -2, 0]
bereave	-2.1	1.13578	[0, -2, -2, -3, -3, -4, -3, -2, -1, -1]
bereaved	-2.1	0.9434	[-2, -2, -2, -1, -2, -1, -4, -1, -3, -3]
bereaves	-1.9	1.22066	[0, -3, 0, -1, -3, -2, -3, -1, -3, -3]
bereaving	-1.3	1.84662	[-3, -4, -3, 1, -2, 0, -3, -1, 1, 1]
best	3.2	0.6	[2, 4, 4, 3, 4, 3, 3, 3, 3, 3]
betray	-3.2	0.6	[-3, -4, -4, -3, -2, -3, -4, -3, -3, -3]
betrayal	-2.8	0.74833	[-3, -4, -4, -2, -3, -2, -3, -3, -2, -2]
betrayed	-3.0	0.63246	[-2, -3, -3, -3, -4, -4, -3, -3, -2, -3]
betraying	-2.5	0.67082	[-2, -2, -3, -2, -3, -2, -4, -2, -2, -3]
betrays	-2.5	0.67082	[-2, -3, -3, -2, -2, -2, -4, -2, -3, -2]
better	1.9	0.7	[2, 1, 2, 1, 1, 3, 2, 2, 3, 2]
bias	-0.4	1.11355	[-1, -2, 0, -2, -1, 1, -1, 1, 0, 1]
biased	-1.1	0.83066	[-2, -2, -1, -1, -1, -1, -1, 1, -2, -1]
bitch	-2.8	0.87178	[-1, -4, -2, -4, -3, -2, -3, -3, -3, -3]
bitched	-2.6	1.0198	[-1, -3, -2, -3, -2, -1, -4, -3, -3, -4]
bitcheries	-2.3	0.78102	[-2, -2, -2, -4, -2, -2, -3, -1, -3, -2]
bitchery	-2.7	1.18743	[-2, -2, -4, -2, -4, -4, -1, -1, -3, -4]
bitches	-2.9	0.9434	[-2, -1, -3, -3, -2, -4, -4, -3, -3, -4]
bitchier	-2.0	0.63246	[-2, -3, -1, -2, -3, -1, -2, -2, -2, -2]
bitchiest	-3.0	0.7746	[-2, -4, -2, -3, -4, -3, -3, -4, -2, -3]
bitchily	-2.6	1.11355	[-4, -4, -2, -2, -1, -4, -1, -2, -3, -3]
bitchiness	-2.6	0.66332	[-3, -3, -2, -2, -3, -3, -1, -3, -3, -3]
bitching	-1.1	1.64012	[-2, 2, -2, -1, 2, -1, -2, -2, -3, -2]
bitchy	-2.3	1.00499	[-4, -1, -2, -3, -3, -2, -1, -1, -3, -3]
bitter	-1.8	0.4	[-2, -2, -2, -1, -2, -2, -1, -2, -2, -2]
bitterbrush	-0.2	0.74833	[0, 0, 0, 0, -2, 1, 0, 0, -1, 0]
bitterbrushes	-0.6	0.8	[-1, 0, -2, -1, -2, 0, 0, 0, 0, 0]
bittered	-1.8	1.07703	[-1, -1, -3, -1, -2, -4, -2, 0, -2, -2]
bitterer	-1.9	1.04403	[-1, -2, -3, -1, -1, -4, -3, -1, -2, -1]
bitterest	-2.3	1.41774	[-4, -4, -2, -1, 1, -2, -3, -3, -2, -3]
bittering	-1.2	0.87178	[0, 0, -1, -2, 0, -2, -1, -2, -2, -2]
bitterish	-1.6	0.8	[0, -2, -1, -1, -2, -2, -2, -1, -3, -2]
bitterly	-2.0	0.63246	[-2, -2, -1, -1, -2, -2, -3, -2, -2, -3]
bittern	-0.2	0.6	[0, 0, -2, 0, 0, 0, 0, 0, 0, 0]
bitterness	-1.7	0.45826	[-2, -2, -1, -2, -1, -2, -1, -2, -2, -2]
bitterns	-0.4	1.11355	[0, 0, 0, -3, 0, 0, 0, 1, 0, -2]
bitterroots	-0.2	0.4	[0, 0, 0, -1, -1, 0, 0, 0, 0, 0]
bitters	-0.4	0.4899	[-1, -1, -1, 0, 0, 0, 0, -1, 0, 0]
bittersweet	-0.3	0.64031	[0, -1, 0, 0, 0, 0, 0, 0, -2, 0]
bittersweetness	-0.6	0.91652	[0, 0, 0, -2, 0, -2, 0, 0, -2, 0]
bittersweets	-0.2	0.9798	[-2, 1, 0, 0, 0, -2, 0, 0, 0, 1]
bitterweeds	-0.5	0.67082	[0, -2, 0, -1, -1, 0, 0, -1, 0, 0]
bizarre	-1.3	1.00499	[-2, 0, 0, -2, 0, -1, -3, -2, -1, -2]
blah	-0.4	1.49666	[-2, -1, -1, -1, -1, -1, -1, 3, 2, -1]
blam	-0.2	1.16619	[-1, 0, 0, -1, -1, -2, -1, 1, 2, 1]
blamable	-1.8	0.4	[-2, -2, -2, -2, -1, -1, -2, -2, -2, -2]
blamably	-1.8	0.4	[-2, -2, -2, -2, -1, -1, -2, -2, -2, -2]
blame	-1.4	1.42829	[-4, -2, -2, -1, -1, -1, -2, 2, -2, -1]
blamed	-2.1	0.53852	[-2, -2, -2, -2, -3, -2, -2, -2, -3, -1]
blameful	-1.7	0.45826	[-2, -2, -2, -2, -2, -2, -1, -1, -2, -1]
blamefully	-1.6	0.66332	[-1, -2, -1, -1, -2, -1, -1, -2, -2, -3]
blameless	0.7	1.73494	[3, 1, 2, 3, -2, 1, -1, 1, 1, -2]
blamelessly	0.9	1.37477	[2, 0, 2, 0, 1, -1, 1, 4, 0, 0]
blamelessness	0.6	1.35647	[0, 2, 1, 2, 1, 0, 1, -3, 1, 1]
blamer	-2.1	0.83066	[-2, -2, -1, -2, -3, -3, -3, -1, -1, -3]
blamers	-2.0	0.63246	[-3, -2, -2, -3, -1, -2, -2, -1, -2, -2]
blames	-1.7	0.45826	[-2, -2, -1, -2, -2, -2, -2, -1, -1, -2]
blameworthiness	-1.6	0.66332	[-2, -2, -1, -2, -2, -1, -3, -1, -1, -1]
blameworthy	-2.3	0.78102	[-3, -3, -2, -2, -2, -1, -1, -3, -3, -3]
blaming	-2.2	0.6	[-2, -3, -1, -3, -2, -2, -3, -2, -2, -2]
bless	1.8	0.6	[3, 2, 2, 1, 2, 2, 1, 2, 2, 1]
blessed	2.9	0.3	[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]
blesseder	2.0	0.63246	[3, 3, 2, 2, 1, 1, 2, 2, 2, 2]
blessedest	2.8	0.87178	[2, 4, 1, 4, 3, 3, 2, 3, 3, 3]
blessedly	1.7	1.1	[2, 2, 1, -1, 3, 2, 3, 1, 2, 2]
blessedness	1.6	1.35647	[2, 2, 2, 2, 2, 3, 3, -1, -1, 2]
blesser	2.6	0.66332	[1, 3, 2, 3, 3, 3, 2, 3, 3, 3]
blessers	1.9	0.7	[2, 2, 1, 2, 2, 2, 3, 1, 3, 1]
blesses	2.6	0.66332	[1, 3, 3, 3, 3, 3, 2, 3, 2, 3]
blessing	2.2	1.07703	[3, 1, 0, 3, 1, 3, 2, 3, 3, 3]
blessings	2.5	0.92195	[3, 3, 3, 2, 1, 3, 2, 3, 4, 1]
blind	-1.7	1.00499	[-4, -1, -1, -2, -1, -1, -3, -2, -1, -1]
bliss	2.7	0.78102	[3, 3, 3, 2, 1, 2, 4, 3, 3, 3]
blissful	2.9	0.83066	[4, 4, 2, 3, 3, 3, 1, 3, 3, 3]
blithe	1.2	1.16619	[2, 2, -1, 1, 1, 2, 2, 2, -1, 2]
block	-1.9	1.13578	[-3, -2, -1, -2, 0, 0, -3, -2, -3, -3]
blockbuster	2.9	0.9434	[3, 4, 3, 2, 3, 4, 3, 2, 1, 4]
blocked	-1.1	1.13578	[-1, 0, 0, -1, -2, -1, -1, -4, -1, 0]
blocking	-1.6	0.91652	[-1, -1, -1, -1, -2, -2, -4, -1, -2, -1]
blocks	-0.9	1.13578	[-1, 0, -1, -2, -2, -2, -1, -1, 2, -1]
bloody	-1.9	0.7	[-2, -2, -2, 0, -2, -2, -3, -2, -2, -2]
blurry	-0.4	1.28062	[-1, -1, -1, -1, 2, -2, -1, 2, 0, -1]
bold	1.6	0.66332	[2, 2, 2, 2, 1, 2, 0, 2, 1, 2]
bolder	1.2	0.6	[2, 1, 1, 1, 1, 2, 1, 2, 0, 1]
boldest	1.6	1.11355	[1, 3, 2, 3, 0, 0, 2, 3, 1, 1]
boldface	0.3	0.64031	[1, 0, 0, 0, 0, 0, 0, 2, 0, 0]
boldfaced	-0.1	1.22066	[0, 0, 0, 2, -1, -2, 2, -1, -1, 0]
boldfaces	0.1	1.3	[0, 0, 0, 2, -2, -2, 2, 1, 0, 0]
boldfacing	0.1	0.7	[0, 0, -1, 2, 0, 0, 0, 0, 0, 0]
boldly	1.5	1.62788	[3, -2, -1, 1, 2, 3, 2, 3, 2, 2]
boldness	1.5	1.0247	[0, 1, 3, 1, 2, 0, 3, 1, 2, 2]
boldnesses	0.9	0.83066	[0, 0, 1, 0, 2, 1, 1, 2, 0, 2]
bolds	1.3	0.78102	[2, 2, 1, 1, 0, 2, 0, 2, 1, 2]
bomb	-2.2	0.87178	[-2, -2, -1, -3, -4, -3, -2, -1, -2, -2]
bonus	2.5	0.67082	[2, 2, 2, 3, 4, 3, 2, 2, 3, 2]
bonuses	2.6	0.91652	[2, 2, 3, 4, 3, 4, 3, 1, 2, 2]
boost	1.7	0.64031	[1, 1, 2, 2, 2, 3, 1, 1, 2, 2]
boosted	1.5	1.5	[-1, 1, 0, 2, 1, 2, 3, 3, 4, 0]
boosting	1.4	0.91652	[1, 1, 3, 0, 2, 2, 0, 2, 1, 2]
boosts	1.3	0.9	[1, 1, 1, 1, 3, 0, 1, 1, 3, 1]
bore	-1.0	0.44721	[-1, -2, 0, -1, -1, -1, -1, -1, -1, -1]
boreal	-0.3	0.9	[0, 0, 0, 0, 1, -2, 0, 0, -2, 0]
borecole	-0.2	0.74833	[1, 0, 0, 0, -1, -2, 0, 0, 0, 0]
borecoles	-0.3	0.45826	[-1, 0, 0, 0, 0, 0, -1, 0, -1, 0]
